Gender,Major,Type,EorI,SorN,TorF,JorP,Accuracy,Vacation,Semester
Female,Communication Disorders,ENFJ,Extravert,Intuitive,Feeling,Judging,7,,Pre-Sum14
Female,Communication Disorders,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Communication Disorders,ENFJ,Extravert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Communication Disorders,ENFJ,Extravert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Communication Disorders,ENFP,Extravert,Intuitive,Feeling,Perceiving,7,,Pre-Sum14
Female,Communication Disorders,ENTJ,Extravert,Intuitive,Thinking,Judging,7,,Pre-Sum14
Female,Communication Disorders,ESFJ,Extravert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Communication Disorders,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Communication Disorders,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Communication Disorders,ESFJ,Extravert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Communication Disorders,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Communication Disorders,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Communication Disorders,ESFJ,Extravert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Communication Disorders,ESFJ,Extravert,Sensing,Feeling,Judging,4,,Pre-Sum14
Female,Communication Disorders,ESFP,Extravert,Sensing,Feeling,Perceiving,5,,Pre-Sum14
Female,Communication Disorders,ESTJ,Extravert,Sensing,Thinking,Judging,4,,Pre-Sum14
Female,Communication Disorders,INFJ,Introvert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Communication Disorders,INFJ,Introvert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Communication Disorders,INFJ,Introvert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Communication Disorders,INFJ,Introvert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Communication Disorders,INFJ,Introvert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Communication Disorders,INFJ,Introvert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Communication Disorders,INFP,Introvert,Intuitive,Feeling,Perceiving,7,,Pre-Sum14
Female,Communication Disorders,INFP,Introvert,Intuitive,Feeling,Perceiving,5,,Pre-Sum14
Female,Communication Disorders,INTJ,Introvert,Intuitive,Thinking,Judging,6,,Pre-Sum14
Female,Communication Disorders,INTJ,Introvert,Intuitive,Thinking,Judging,6,,Pre-Sum14
Female,Communication Disorders,INTP,Introvert,Intuitive,Thinking,Perceiving,4,,Pre-Sum14
Female,Communication Disorders,ISFJ,Introvert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Communication Disorders,ISFJ,Introvert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Communication Disorders,ISFJ,Introvert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Communication Disorders,ISFJ,Introvert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Communication Disorders,ISFJ,Introvert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Communication Disorders,ISFJ,Introvert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Communication Disorders,ISFJ,Introvert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Communication Disorders,ISFJ,Introvert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Communication Disorders,ISTJ,Introvert,Sensing,Thinking,Judging,4,,Pre-Sum14
Female,Communication Disorders,ISTP,Introvert,Sensing,Thinking,Perceiving,7,,Pre-Sum14
Female,Criminal Justice,ENFJ,Extravert,Intuitive,Feeling,Judging,7,,Pre-Sum14
Female,Criminal Justice,ENFJ,Extravert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Criminal Justice,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Criminal Justice,ENFJ,Extravert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Criminal Justice,ENFJ,Extravert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Criminal Justice,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Criminal Justice,ENFP,Extravert,Intuitive,Feeling,Perceiving,7,,Pre-Sum14
Female,Criminal Justice,ENTJ,Extravert,Intuitive,Thinking,Judging,5,,Pre-Sum14
Female,Criminal Justice,ENTJ,Extravert,Intuitive,Thinking,Judging,5,,Pre-Sum14
Female,Criminal Justice,ENTJ,Extravert,Intuitive,Thinking,Judging,6,,Pre-Sum14
Female,Criminal Justice,ESFJ,Extravert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Criminal Justice,ESFJ,Extravert,Sensing,Feeling,Judging,4,,Pre-Sum14
Female,Criminal Justice,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Criminal Justice,ESFJ,Extravert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Criminal Justice,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Criminal Justice,ESFJ,Extravert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Criminal Justice,ESFJ,Extravert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Criminal Justice,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Criminal Justice,ESFJ,Extravert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Criminal Justice,ESFJ,Extravert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Criminal Justice,ESFJ,Extravert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Criminal Justice,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Criminal Justice,ESFJ,Extravert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Criminal Justice,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Criminal Justice,ESFP,Extravert,Sensing,Feeling,Perceiving,6,,Pre-Sum14
Female,Criminal Justice,ESFP,Extravert,Sensing,Feeling,Perceiving,7,,Pre-Sum14
Female,Criminal Justice,ESTJ,Extravert,Sensing,Thinking,Judging,7,,Pre-Sum14
Female,Criminal Justice,ESTJ,Extravert,Sensing,Thinking,Judging,4,,Pre-Sum14
Female,Criminal Justice,ESTJ,Extravert,Sensing,Thinking,Judging,6,,Pre-Sum14
Female,Criminal Justice,ESTJ,Extravert,Sensing,Thinking,Judging,6,,Pre-Sum14
Female,Criminal Justice,INFJ,Introvert,Intuitive,Feeling,Judging,7,,Pre-Sum14
Female,Criminal Justice,INFJ,Introvert,Intuitive,Feeling,Judging,4,,Pre-Sum14
Female,Criminal Justice,INFJ,Introvert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Criminal Justice,INFJ,Introvert,Intuitive,Feeling,Judging,7,,Pre-Sum14
Female,Criminal Justice,INFJ,Introvert,Intuitive,Feeling,Judging,7,,Pre-Sum14
Female,Criminal Justice,INFJ,Introvert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Criminal Justice,INTJ,Introvert,Intuitive,Thinking,Judging,6,,Pre-Sum14
Female,Criminal Justice,INTJ,Introvert,Intuitive,Thinking,Judging,5,,Pre-Sum14
Female,Criminal Justice,ISFJ,Introvert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Criminal Justice,ISFJ,Introvert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Criminal Justice,ISFJ,Introvert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Criminal Justice,ISFJ,Introvert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Criminal Justice,ISFJ,Introvert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Criminal Justice,ISFJ,Introvert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Criminal Justice,ISFJ,Introvert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Criminal Justice,ISFJ,Introvert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Criminal Justice,ISFJ,Introvert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Criminal Justice,ISFP,Introvert,Sensing,Feeling,Perceiving,4,,Pre-Sum14
Female,Criminal Justice,ISTJ,Introvert,Sensing,Thinking,Judging,6,,Pre-Sum14
Female,Criminal Justice,ISTJ,Introvert,Sensing,Thinking,Judging,7,,Pre-Sum14
Female,Criminal Justice,ISTJ,Introvert,Sensing,Thinking,Judging,5,,Pre-Sum14
Female,Criminal Justice,ISTJ,Introvert,Sensing,Thinking,Judging,6,,Pre-Sum14
Female,Criminal Justice,ISTJ,Introvert,Sensing,Thinking,Judging,4,,Pre-Sum14
Female,Criminal Justice,ISTJ,Introvert,Sensing,Thinking,Judging,6,,Pre-Sum14
Female,H&ES,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,H&ES,ENFJ,Extravert,Intuitive,Feeling,Judging,3,,Pre-Sum14
Female,H&ES,ENFJ,Extravert,Intuitive,Feeling,Judging,4,,Pre-Sum14
Female,H&ES,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,H&ES,ENTJ,Extravert,Intuitive,Thinking,Judging,4,,Pre-Sum14
Female,H&ES,ENTJ,Extravert,Intuitive,Thinking,Judging,5,,Pre-Sum14
Female,H&ES,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,H&ES,ESFJ,Extravert,Sensing,Feeling,Judging,4,,Pre-Sum14
Female,H&ES,ESFJ,Extravert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,H&ES,ESTP,Extravert,Sensing,Thinking,Perceiving,4,,Pre-Sum14
Female,H&ES,INTJ,Introvert,Intuitive,Thinking,Judging,4,,Pre-Sum14
Female,H&ES,INTJ,Introvert,Intuitive,Thinking,Judging,7,,Pre-Sum14
Female,H&ES,INTJ,Introvert,Intuitive,Thinking,Judging,5,,Pre-Sum14
Female,H&ES,ISFJ,Introvert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,H&ES,ISFJ,Introvert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,H&ES,ISFJ,Introvert,Sensing,Feeling,Judging,4,,Pre-Sum14
Female,H&ES,ISFJ,Introvert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,H&ES,ISTJ,Introvert,Sensing,Thinking,Judging,6,,Pre-Sum14
Female,H&ES,ISTP,Introvert,Sensing,Thinking,Perceiving,6,,Pre-Sum14
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,2,,Pre-Sum14
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,4,,Pre-Sum14
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,7,,Pre-Sum14
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,3,,Pre-Sum14
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,3,,Pre-Sum14
Female,Nursing,ENFJ,Extravert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Nursing,ENFP,Extravert,Intuitive,Feeling,Perceiving,6,,Pre-Sum14
Female,Nursing,ENFP,Extravert,Intuitive,Feeling,Perceiving,5,,Pre-Sum14
Female,Nursing,ENTJ,Extravert,Intuitive,Thinking,Judging,6,,Pre-Sum14
Female,Nursing,ENTP,Extravert,Intuitive,Thinking,Perceiving,5,,Pre-Sum14
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,4,,Pre-Sum14
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,4,,Pre-Sum14
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,4,,Pre-Sum14
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,4,,Pre-Sum14
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,4,,Pre-Sum14
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Nursing,ESFJ,Extravert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ESFP,Extravert,Sensing,Feeling,Perceiving,6,,Pre-Sum14
Female,Nursing,ESTJ,Extravert,Sensing,Thinking,Judging,6,,Pre-Sum14
Female,Nursing,ESTJ,Extravert,Sensing,Thinking,Judging,5,,Pre-Sum14
Female,Nursing,ESTJ,Extravert,Sensing,Thinking,Judging,5,,Pre-Sum14
Female,Nursing,INFJ,Introvert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Nursing,ISFJ,Introvert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ISFJ,Introvert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ISFJ,Introvert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ISFJ,Introvert,Sensing,Feeling,Judging,3,,Pre-Sum14
Female,Nursing,ISFJ,Introvert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ISFJ,Introvert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Nursing,ISFJ,Introvert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Nursing,ISFP,Introvert,Sensing,Feeling,Perceiving,3,,Pre-Sum14
Female,Nursing,ISTJ,Introvert,Sensing,Thinking,Judging,6,,Pre-Sum14
Female,Nursing,ISTJ,Introvert,Sensing,Thinking,Judging,6,,Pre-Sum14
Female,Nursing,ISTJ,Introvert,Sensing,Thinking,Judging,6,,Pre-Sum14
Female,Nursing,ISTJ,Introvert,Sensing,Thinking,Judging,6,,Pre-Sum14
Female,Other,ENFJ,Extravert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Other,ENFJ,Extravert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Other,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Other,ENFP,Extravert,Intuitive,Feeling,Perceiving,5,,Pre-Sum14
Female,Other,ENFP,Extravert,Intuitive,Feeling,Perceiving,5,,Pre-Sum14
Female,Other,ENTJ,Extravert,Intuitive,Thinking,Judging,6,,Pre-Sum14
Female,Other,ESFJ,Extravert,Sensing,Feeling,Judging,3,,Pre-Sum14
Female,Other,ESFJ,Extravert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Other,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Other,ESFJ,Extravert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Other,INFJ,Introvert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Other,ISTJ,Introvert,Sensing,Thinking,Judging,6,,Pre-Sum14
Female,Political Science,ENFJ,Extravert,Intuitive,Feeling,Judging,7,,Pre-Sum14
Female,Political Science,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Political Science,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Political Science,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Political Science,ENFJ,Extravert,Intuitive,Feeling,Judging,7,,Pre-Sum14
Female,Political Science,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Political Science,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Political Science,ENFJ,Extravert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Political Science,ENFP,Extravert,Intuitive,Feeling,Perceiving,7,,Pre-Sum14
Female,Political Science,ENFP,Extravert,Intuitive,Feeling,Perceiving,7,,Pre-Sum14
Female,Political Science,ENTJ,Extravert,Intuitive,Thinking,Judging,5,,Pre-Sum14
Female,Political Science,ENTJ,Extravert,Intuitive,Thinking,Judging,4,,Pre-Sum14
Female,Political Science,ENTJ,Extravert,Intuitive,Thinking,Judging,6,,Pre-Sum14
Female,Political Science,ENTJ,Extravert,Intuitive,Thinking,Judging,6,,Pre-Sum14
Female,Political Science,ENTJ,Extravert,Intuitive,Thinking,Judging,5,,Pre-Sum14
Female,Political Science,ENTP,Extravert,Intuitive,Thinking,Perceiving,5,,Pre-Sum14
Female,Political Science,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Political Science,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Political Science,ESFJ,Extravert,Sensing,Feeling,Judging,4,,Pre-Sum14
Female,Political Science,ESFJ,Extravert,Sensing,Feeling,Judging,4,,Pre-Sum14
Female,Political Science,ESFJ,Extravert,Sensing,Feeling,Judging,4,,Pre-Sum14
Female,Political Science,ESFJ,Extravert,Sensing,Feeling,Judging,4,,Pre-Sum14
Female,Political Science,ESFJ,Extravert,Sensing,Feeling,Judging,4,,Pre-Sum14
Female,Political Science,ESFJ,Extravert,Sensing,Feeling,Judging,4,,Pre-Sum14
Female,Political Science,ESFJ,Extravert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Political Science,ESFJ,Extravert,Sensing,Feeling,Judging,5,,Pre-Sum14
Female,Political Science,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Political Science,ESFJ,Extravert,Sensing,Feeling,Judging,7,,Pre-Sum14
Female,Political Science,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Political Science,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Political Science,ESFJ,Extravert,Sensing,Feeling,Judging,6,,Pre-Sum14
Female,Political Science,ESTJ,Extravert,Sensing,Thinking,Judging,3,,Pre-Sum14
Female,Political Science,ESTJ,Extravert,Sensing,Thinking,Judging,4,,Pre-Sum14
Female,Political Science,ESTJ,Extravert,Sensing,Thinking,Judging,5,,Pre-Sum14
Female,Political Science,INFJ,Introvert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Political Science,INFJ,Introvert,Intuitive,Feeling,Judging,2,,Pre-Sum14
Female,Political Science,INFJ,Introvert,Intuitive,Feeling,Judging,7,,Pre-Sum14
Female,Political Science,INFJ,Introvert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Political Science,INFJ,Introvert,Intuitive,Feeling,Judging,5,,Pre-Sum14
Female,Political Science,INFJ,Introvert,Intuitive,Feeling,Judging,4,,Pre-Sum14
Female,Political Science,INFJ,Introvert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Political Science,INFJ,Introvert,Intuitive,Feeling,Judging,6,,Pre-Sum14
Female,Political Science,INFP,Introvert,Intuitive,Feeling,Perceiving,7,,Pre-Sum14
Female,Political Science,INTJ,Introvert,Intuitive,Thinking,Judging,5,,Pre-Sum14
Female,Political Science,INTJ,Introvert,Intuitive,Thinking,Judging,4,,Pre-Sum14
